Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Pandeiro,instrumentos musicais,78.1,1.7430291101,13/12/2020,Bruno Rodrigues,SC,5,cartao_credito,1,-27.45,-50.95
Lava louças,eletrodomesticos,1503.38,84.5305009379,16/09/2020,Bruno Rodrigues,PR,4,cartao_debito,1,-24.89,-51.55
Corda de pular,esporte e lazer,27.95,2.0193579402,10/01/2021,João Souza,SP,5,boleto,1,-22.19,-48.79
Guitarra,instrumentos musicais,1159.13,62.0089621812,01/10/2022,Bianca Santos,RJ,1,cartao_credito,5,-22.25,-42.66
Dashboards com Power BI,livros,48.48,0.0,24/10/2020,Lucas Oliveira,SP,2,cartao_credito,1,-22.19,-48.79
Violão,instrumentos musicais,363.08,20.2213328838,13/09/2022,Pedro Gomes,BA,1,cartao_credito,4,-13.29,-41.71
Bateria,instrumentos musicais,1320.98,67.9226500253,03/04/2022,Larissa Alves,RJ,4,cupom,1,-22.25,-42.66
Cadeira de escritório,moveis,543.38,30.3324656401,19/01/2022,Mariana Ferreira,MG,4,cartao_credito,1,-18.1,-44.38
Jogo de copos,utilidades domesticas,33.34,0.0,14/06/2022,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
Geladeira,eletrodomesticos,3286.37,172.5737548387,18/03/2020,Felipe Santos,SP,5,cartao_credito,5,-22.19,-48.79
Copo térmico,esporte e lazer,38.42,2.9341645921,30/06/2021,João Souza,GO,1,cartao_credito,1,-15.98,-49.86
Mochila,esporte e lazer,140.76,5.0794856035,13/12/2020,Thiago Silva,CE,4,cupom,1,-5.2,-39.53
Celular ABXY,eletronicos,913.21,60.2717133993,14/10/2021,Pedro Gomes,MG,4,cartao_credito,3,-18.1,-44.38
Ciência de dados com python,livros,82.15,1.958679426,01/02/2023,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
Cadeira de escritório,moveis,318.14,17.2287747187,27/03/2023,João Souza,AM,5,cartao_credito,1,-3.47,-65.1
Guitarra,instrumentos musicais,1000.8,53.5727150983,25/11/2020,Bruno Rodrigues,RJ,5,cartao_credito,5,-22.25,-42.66
Headset,eletronicos,91.67,5.1642776284,16/08/2020,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
Violão,instrumentos musicais,467.7,25.4347224947,31/03/2022,Isabella Pereira,MG,5,cartao_credito,4,-18.1,-44.38
Blocos de montar,brinquedos,58.53,0.0,30/01/2022,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
Mesa de centro,moveis,212.83,12.2209723964,23/08/2021,Bruno Rodrigues,RJ,2,boleto,1,-22.25,-42.66
Blocos de montar,brinquedos,40.48,2.6817032094,28/04/2022,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
Bola de basquete,esporte e lazer,76.57,4.3602480553,24/03/2021,Pedro Gomes,MG,5,cartao_credito,6,-18.1,-44.38
Lavadora de roupas,eletrodomesticos,1858.21,96.5285313206,24/02/2023,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
Ciência de dados com python,livros,66.51,15.1874856147,21/07/2020,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
Smart TV,eletronicos,1891.48,98.300058731,17/06/2021,Pedro Gomes,MG,5,boleto,1,-18.1,-44.38
Bateria,instrumentos musicais,709.6,38.3151697619,28/01/2021,Thiago Silva,MG,4,cartao_credito,3,-18.1,-44.38
Mesa de jantar,moveis,475.03,29.7739571298,01/12/2022,Pedro Gomes,MG,5,cartao_credito,5,-18.1,-44.38
Geladeira,eletrodomesticos,2103.28,112.5244370098,25/04/2020,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
Cama king,moveis,1280.14,65.7480428885,27/10/2020,Felipe Santos,SC,5,cartao_credito,5,-27.45,-50.95
Jogo de copos,utilidades domesticas,30.26,2.2982661163,26/03/2021,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1699.52,93.6581434805,27/04/2020,Lucas Oliveira,GO,3,cartao_credito,4,-15.98,-49.86
Celular ABXY,eletronicos,1237.59,63.4823833961,22/05/2022,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Kit banquetas,moveis,373.47,21.5389483037,17/03/2021,Juliana Costa,MG,4,cartao_credito,1,-18.1,-44.38
Cama box,moveis,711.39,38.1625032604,14/01/2023,Lucas Oliveira,MG,4,boleto,1,-18.1,-44.38
Faqueiro,utilidades domesticas,60.67,0.0,29/01/2022,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
Dinossauro Rex,brinquedos,27.25,0.0,20/08/2020,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Dinossauro Rex,brinquedos,18.86,1.6912504121,05/06/2020,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
Bola de vôlei,esporte e lazer,67.0,4.9666637835,02/02/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,1065.61,57.2667917045,16/07/2020,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
Violão,instrumentos musicais,347.86,20.1752928489,17/08/2020,Rafael Costa,RS,5,cartao_credito,5,-30.17,-53.5
Jogo de panelas,utilidades domesticas,271.09,14.965831477,11/01/2021,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
Celular ABXY,eletronicos,1100.5,59.2853264023,01/03/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,35.13,0.0,23/12/2022,Bruno Rodrigues,ES,1,cartao_credito,10,-19.19,-40.34
Jogo de panelas,utilidades domesticas,288.85,15.9114980477,04/07/2022,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
Panela de pressão,utilidades domesticas,123.57,7.1059957411,22/09/2022,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
Assistente virtual,eletronicos,366.68,20.2116190291,26/07/2021,Bruno Rodrigues,SP,1,cartao_credito,8,-22.19,-48.79
TV Led UHD 4K,eletronicos,3569.61,198.1486415654,05/11/2022,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
Sofá retrátil,moveis,977.21,49.6179317242,28/12/2021,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
Poltrona,moveis,365.32,31.0982191736,03/01/2021,Felipe Santos,GO,5,cartao_credito,1,-15.98,-49.86
Blocos de montar,brinquedos,52.83,0.0,18/12/2020,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,84.52,10.8800500949,23/07/2020,Camila Ribeiro,MG,5,cartao_credito,10,-18.1,-44.38
Corda de pular,esporte e lazer,25.21,1.6311334703,09/09/2021,João Souza,PE,4,boleto,1,-8.38,-37.86
Mochila,esporte e lazer,147.14,8.7231775185,26/03/2023,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
Poltrona,moveis,349.25,19.1227768045,05/11/2022,João Souza,SP,4,boleto,1,-22.19,-48.79
Boneca bebê,brinquedos,52.02,0.0,08/06/2022,Camila Ribeiro,SP,4,boleto,1,-22.19,-48.79
Kit banquetas,moveis,425.88,20.2612678474,14/03/2022,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
Fone de ouvido,eletronicos,56.09,3.2697496674,27/10/2021,Mariana Ferreira,AL,5,cartao_credito,10,-9.62,-36.82
Guitarra,instrumentos musicais,981.02,49.8208027622,28/08/2020,Rafael Costa,PA,5,cartao_credito,2,-3.79,-52.48
Micro-ondas,eletrodomesticos,584.44,31.4084485807,05/09/2021,Beatriz Moraes,MG,5,cartao_credito,1,-18.1,-44.38
Boneca bebê,brinquedos,70.98,4.3105759886,01/10/2022,Juliana Costa,ES,3,cartao_credito,6,-19.19,-40.34
Bola de basquete,esporte e lazer,55.87,3.2580353292,10/03/2020,Mariana Ferreira,SC,1,cartao_credito,5,-27.45,-50.95
Blocos de montar,brinquedos,52.08,5.9369196451,14/10/2022,João Souza,PE,5,cartao_credito,4,-8.38,-37.86
Fone de ouvido,eletronicos,74.87,1.5710413272,20/12/2022,Camila Ribeiro,RJ,5,cartao_credito,5,-22.25,-42.66
Corda de pular,esporte e lazer,33.84,0.0,13/03/2023,Bruno Rodrigues,PR,5,cartao_credito,5,-24.89,-51.55
Lava louças,eletrodomesticos,1361.35,73.0188965348,30/03/2022,Felipe Santos,RS,5,cartao_credito,1,-30.17,-53.5
Cama king,moveis,1135.16,61.3322701554,08/05/2020,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
Cubo mágico 8x8,brinquedos,17.85,1.2335847087,14/04/2022,João Souza,PR,4,cartao_credito,2,-24.89,-51.55
Cama box,moveis,745.04,37.2555776853,16/07/2022,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
TV Led UHD 4K,eletronicos,3927.96,216.7076333964,21/05/2022,Thiago Silva,RJ,4,cartao_credito,5,-22.25,-42.66
Modelagem preditiva,livros,72.93,1.4677421635,27/02/2023,Bianca Santos,SC,5,cartao_credito,1,-27.45,-50.95
Cama king,moveis,697.32,37.4133180887,03/01/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
Poltrona,moveis,345.72,15.9929890011,15/10/2020,Isabella Pereira,RJ,4,boleto,1,-22.25,-42.66
Mesa de jantar,moveis,280.42,12.5159604498,03/04/2022,Beatriz Moraes,SP,3,cartao_credito,1,-22.19,-48.79
Guitarra,instrumentos musicais,1198.8,61.416932592,16/04/2022,Camila Ribeiro,BA,4,boleto,1,-13.29,-41.71
Guarda roupas,moveis,665.76,35.7384939374,05/10/2020,Beatriz Moraes,RJ,5,cartao_credito,4,-22.25,-42.66
Pandeiro,instrumentos musicais,99.99,5.6072925984,05/12/2020,Bianca Santos,GO,5,cartao_credito,1,-15.98,-49.86
Headset,eletronicos,282.49,15.7287548066,09/07/2020,Isabella Pereira,MG,5,cartao_credito,8,-18.1,-44.38
Boneca bebê,brinquedos,74.4,4.9014240069,18/02/2020,Camila Ribeiro,SP,3,cartao_credito,2,-22.19,-48.79
Copo térmico,esporte e lazer,68.62,10.0334229285,05/05/2020,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
Bola de vôlei,esporte e lazer,62.9,3.6380125836,07/03/2023,Isabella Pereira,RJ,1,cartao_credito,1,-22.25,-42.66
Smartwatch,eletronicos,207.55,8.6358521722,21/09/2021,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
Bateria,instrumentos musicais,1008.35,51.2760430425,14/03/2020,Larissa Alves,ES,5,cartao_credito,1,-19.19,-40.34
Iniciando em programação,livros,78.08,4.4406510126,19/11/2022,Bruno Rodrigues,SC,5,cartao_credito,7,-27.45,-50.95
Blocos de montar,brinquedos,44.73,0.0,13/04/2020,Bianca Santos,CE,3,boleto,1,-5.2,-39.53
Dashboards com Power BI,livros,55.61,3.2498420149,21/01/2022,Bruno Rodrigues,RS,5,cartao_credito,1,-30.17,-53.5
Headset,eletronicos,265.84,11.7396193123,25/11/2020,Isabella Pereira,SC,5,boleto,1,-27.45,-50.95
Cama king,moveis,725.95,36.2390926157,09/04/2021,Isabella Pereira,SP,3,boleto,1,-22.19,-48.79
Iniciando em programação,livros,63.25,3.894137208,01/01/2022,Juliana Costa,RJ,5,cartao_credito,4,-22.25,-42.66
Mesa de jantar,moveis,396.63,27.498968642,06/04/2022,Rafael Costa,PE,3,cartao_credito,3,-8.38,-37.86
Panela de pressão,utilidades domesticas,83.99,4.7609916364,13/12/2020,Bruno Rodrigues,CE,5,cartao_credito,2,-5.2,-39.53
Smart TV,eletronicos,2305.9,120.3666769883,25/04/2021,Bianca Santos,MG,5,cartao_debito,1,-18.1,-44.38
Fone de ouvido,eletronicos,137.34,4.8973808922,02/02/2022,Pedro Gomes,SP,4,cartao_credito,6,-22.19,-48.79
Dashboards com Power BI,livros,52.05,0.0,23/03/2022,Lucas Oliveira,PE,3,cartao_credito,3,-8.38,-37.86
Iniciando em programação,livros,49.41,0.0,14/05/2021,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,57.83,0.0,22/02/2023,Camila Ribeiro,DF,1,cartao_credito,3,-15.83,-47.86
Dinossauro Rex,brinquedos,29.66,11.160249305,08/07/2020,Lucas Oliveira,BA,5,cartao_credito,3,-13.29,-41.71
Iniciando em programação,livros,83.25,2.0172511168,24/10/2021,Thiago Silva,PR,5,cartao_credito,2,-24.89,-51.55
Lava louças,eletrodomesticos,2051.26,106.8078630482,01/08/2022,Camila Ribeiro,SC,1,cartao_credito,7,-27.45,-50.95
Cômoda,moveis,321.88,17.6702461801,20/09/2021,Pedro Gomes,PR,5,cartao_credito,1,-24.89,-51.55
Xadrez de madeira,brinquedos,48.31,3.0986271536,08/01/2021,João Souza,RS,5,cartao_credito,2,-30.17,-53.5
Jogo de tabuleiro,brinquedos,323.37,14.8029187389,31/07/2022,Lucas Oliveira,MG,5,cartao_credito,2,-18.1,-44.38
Sofá retrátil,moveis,926.16,46.8996728032,12/08/2022,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
Iniciando em programação,livros,82.09,1.9554846065,17/09/2022,Juliana Costa,ES,3,cartao_credito,1,-19.19,-40.34
Cômoda,moveis,441.43,21.0892585667,17/02/2023,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
Iniciando em programação,livros,67.79,1.1940526267,23/01/2021,Pedro Gomes,GO,5,cartao_credito,1,-15.98,-49.86
Sofá retrátil,moveis,873.61,46.8002302372,18/01/2023,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
Impressora,eletronicos,361.83,19.9533711199,07/12/2020,Thiago Silva,SP,4,cartao_debito,1,-22.19,-48.79
Fone de ouvido,eletronicos,80.69,4.8227647414,13/03/2020,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
Tablet ABXY,eletronicos,1606.82,83.1427701032,14/01/2023,Camila Ribeiro,CE,4,cartao_credito,10,-5.2,-39.53
Guitarra,instrumentos musicais,1202.06,64.5371832434,13/08/2021,Rafael Costa,PE,4,cartao_credito,4,-8.38,-37.86
Dashboards com Power BI,livros,58.68,0.0,19/10/2020,Lucas Oliveira,AL,2,cartao_credito,2,-9.62,-36.82
Cômoda,moveis,375.61,21.39921786,12/07/2022,Larissa Alves,SP,1,cartao_credito,3,-22.19,-48.79
Boneca bebê,brinquedos,74.69,4.2657946145,20/05/2022,Beatriz Moraes,SC,5,cartao_credito,2,-27.45,-50.95
Guitarra,instrumentos musicais,1078.06,57.9345562854,31/10/2021,Thiago Silva,SP,4,cartao_credito,5,-22.19,-48.79
Carrinho controle remoto,brinquedos,74.96,4.879809665,06/03/2022,Rafael Costa,SP,1,cupom,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,2677.0,140.1266355697,17/05/2020,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Smartwatch,eletronicos,294.26,13.2528988135,04/09/2020,Beatriz Moraes,SP,4,cartao_credito,3,-22.19,-48.79
Micro-ondas,eletrodomesticos,878.14,47.0414391091,15/09/2022,Isabella Pereira,RJ,4,boleto,1,-22.25,-42.66
Cama king,moveis,1249.85,64.135191513,26/04/2021,Thiago Silva,ES,5,cupom,1,-19.19,-40.34
Lava louças,eletrodomesticos,1665.95,89.237930175,20/01/2022,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
Jogo de copos,utilidades domesticas,59.04,0.0,22/04/2020,João Souza,MT,4,boleto,1,-12.64,-55.42
Bateria,instrumentos musicais,1368.07,70.4300508595,22/02/2021,Juliana Costa,AL,5,cartao_credito,8,-9.62,-36.82
Lavadora de roupas,eletrodomesticos,2036.71,106.0331193205,02/07/2022,Mariana Ferreira,PE,3,cupom,1,-8.38,-37.86
Secadora de roupas,eletrodomesticos,1918.43,102.4337519968,30/07/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Iniciando em programação,livros,54.49,6.0652448948,08/01/2021,Rafael Costa,SP,5,cartao_credito,7,-22.19,-48.79
Guitarra,instrumentos musicais,1132.98,57.9122156052,11/04/2022,Larissa Alves,PR,4,cartao_credito,4,-24.89,-51.55
Jogo de tabuleiro,brinquedos,154.32,8.7481802683,28/11/2020,Juliana Costa,RJ,4,cartao_credito,5,-22.25,-42.66
Violão,instrumentos musicais,422.29,30.2837231901,04/10/2022,Mariana Ferreira,RJ,5,cartao_credito,7,-22.25,-42.66
Poltrona,moveis,264.48,11.6672034038,13/09/2021,João Souza,RJ,4,boleto,1,-22.25,-42.66
Assistente virtual,eletronicos,289.0,12.9728196377,27/09/2020,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Faqueiro,utilidades domesticas,72.62,1.4512355961,01/08/2021,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
Geladeira,eletrodomesticos,2920.64,156.4037087108,16/06/2021,Mariana Ferreira,GO,5,cartao_credito,6,-15.98,-49.86
Mesa de jantar,moveis,422.23,22.7712540739,13/04/2022,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
Geladeira,eletrodomesticos,3189.18,170.7026558341,22/02/2021,Juliana Costa,RJ,5,cartao_credito,10,-22.25,-42.66
Secadora de roupas,eletrodomesticos,1144.5,61.2299586942,19/06/2022,Larissa Alves,SC,5,cartao_credito,1,-27.45,-50.95
Sofá retrátil,moveis,905.2,45.7836158594,20/02/2023,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,3169.62,170.4255238557,29/08/2020,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Guitarra,instrumentos musicais,1165.88,62.6107070874,24/10/2020,Lucas Oliveira,SP,5,cartao_credito,5,-22.19,-48.79
Copo térmico,esporte e lazer,45.11,0.0,14/12/2022,Camila Ribeiro,RJ,5,cartao_credito,5,-22.25,-42.66
Guarda roupas,moveis,646.98,35.1367507735,16/10/2021,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
Dashboards com Power BI,livros,53.48,3.1307750193,19/05/2020,Camila Ribeiro,SC,1,boleto,1,-27.45,-50.95
Headset,eletronicos,349.72,16.2059769674,08/04/2020,Thiago Silva,PR,4,cartao_credito,2,-24.89,-51.55
Jogo de panelas,utilidades domesticas,179.66,9.8494804189,15/01/2021,Thiago Silva,RN,5,cartao_credito,2,-5.81,-36.59
Lavadora de roupas,eletrodomesticos,2092.75,111.7214184754,09/02/2022,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
Jogo de panelas,utilidades domesticas,294.87,13.2853794784,22/09/2020,Camila Ribeiro,RJ,5,cartao_credito,4,-22.25,-42.66
Smartwatch,eletronicos,211.69,11.8029601762,18/03/2021,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
Ciência de dados com python,livros,94.87,5.5826466179,01/12/2021,Isabella Pereira,CE,1,cartao_credito,7,-5.2,-39.53
Cadeira de escritório,moveis,648.3,32.1044637183,25/04/2020,Bianca Santos,MS,5,cartao_credito,6,-20.51,-54.54
Assistente virtual,eletronicos,201.75,11.6824283867,10/05/2020,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Guarda roupas,moveis,665.21,35.9515358049,28/02/2023,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
Cômoda,moveis,393.94,21.5072243946,31/07/2020,Larissa Alves,RJ,5,cartao_credito,8,-22.25,-42.66
Micro-ondas,eletrodomesticos,633.63,31.3233303516,27/02/2020,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
Celular Plus X42,eletronicos,3440.62,184.6017795726,17/02/2023,Beatriz Moraes,SP,4,cupom,1,-22.19,-48.79
Bicicleta,esporte e lazer,651.21,34.9637502096,31/10/2020,Camila Ribeiro,MG,5,cartao_credito,3,-18.1,-44.38
TV Led UHD 4K,eletronicos,2914.63,155.7215441059,23/12/2021,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Guarda roupas,moveis,664.15,36.0510016192,29/09/2021,Lucas Oliveira,SP,3,cartao_credito,8,-22.19,-48.79
Kit banquetas,moveis,326.82,14.9866208599,04/10/2022,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
Fogão,eletrodomesticos,612.77,30.2125981069,06/04/2021,Bruno Rodrigues,PR,5,cartao_credito,2,-24.89,-51.55
Bicicleta,esporte e lazer,774.16,41.7527955393,21/11/2021,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
Sofá retrátil,moveis,955.66,48.4704590553,23/02/2020,Isabella Pereira,SP,3,cartao_credito,2,-22.19,-48.79
Boneca bebê,brinquedos,67.04,4.0959433062,26/10/2022,João Souza,DF,5,cupom,1,-15.83,-47.86
Mochila,esporte e lazer,114.86,3.7003885211,02/12/2022,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
Bola de basquete,esporte e lazer,51.72,3.0370603141,18/07/2021,Camila Ribeiro,RJ,5,cartao_credito,2,-22.25,-42.66
Bateria,instrumentos musicais,894.38,45.2074834103,02/09/2022,Larissa Alves,DF,5,boleto,1,-15.83,-47.86
Smart TV,eletronicos,2213.02,121.0004736652,24/04/2022,Beatriz Moraes,RJ,5,boleto,1,-22.25,-42.66
